1,0.0,2700,蘇我,そが
1,3.4,3331,浜野,はまの
1,5.6,3332,八幡宿,やわたじゅく
1,9.3,3333,五井,ごい
1,15.1,3334,姉ヶ崎,あねがさき
1,20.5,3335,長浦,ながうら
1,24.4,3336,袖ヶ浦,そでがうら
1,27.5,3337,巌根,いわね
1,31.3,3338,木更津,きさらづ
1,38.3,3339,君津,きみつ
1,42.0,3340,青堀,あおほり
1,46.6,3341,大貫,おおぬき
1,50.7,3342,佐貫町,さぬきまち
1,55.1,3343,上総湊,かずさみなと
1,60.2,3344,竹岡,たけおか
1,64.0,3345,浜金谷,はまかなや
1,67.5,3346,保田,ほた
1,70.8,3347,安房勝山,あわかつやま
1,73.7,3348,岩井,いわい
1,79.8,3349,富浦,とみうら
1,82.1,3350,那古船形,なこふなかた
1,85.9,3351,館山,たてやま
1,91.7,3352,九重,ここのえ
1,96.6,3353,千倉,ちくら
1,98.6,3354,千歳,ちとせ
1,102.2,3355,南三原,みなみはら
1,106.8,3356,和田浦,わだうら
1,111.4,3357,江見,えみ
1,116.0,3358,太海,ふとみ
1,119.4,3359,安房鴨川,あわかもがわ
